INPUT_TABLE,,,,,
Variable ID,,,,,
StubTechElecMarket,,,,,
,,,,,
region,supplysector,subsector,stub.technology,year,electric.sector.market
PA,electricity,offshore wind,offshore wind usa,2070,Mid-Atlantic grid
PA,electricity,offshore wind,offshore wind usa,2075,Mid-Atlantic grid
PA,electricity,offshore wind,offshore wind usa,2080,Mid-Atlantic grid
PA,electricity,offshore wind,offshore wind usa,2085,Mid-Atlantic grid
PA,electricity,offshore wind,offshore wind usa,2090,Mid-Atlantic grid
PA,electricity,offshore wind,offshore wind usa,2095,Mid-Atlantic grid
PA,electricity,offshore wind,offshore wind usa,2100,Mid-Atlantic grid
RI,electricity,offshore wind,offshore wind usa,1975,New England grid
RI,electricity,offshore wind,offshore wind usa,1990,New England grid
RI,electricity,offshore wind,offshore wind usa,2005,New England grid
RI,electricity,offshore wind,offshore wind usa,2010,New England grid
RI,electricity,offshore wind,offshore wind usa,2015,New England grid
RI,electricity,offshore wind,offshore wind usa,2020,New England grid
RI,electricity,offshore wind,offshore wind usa,2025,New England grid
RI,electricity,offshore wind,offshore wind usa,2030,New England grid
RI,electricity,offshore wind,offshore wind usa,2035,New England grid
RI,electricity,offshore wind,offshore wind usa,2040,New England grid
RI,electricity,offshore wind,offshore wind usa,2045,New England grid
RI,electricity,offshore wind,offshore wind usa,2050,New England grid
RI,electricity,offshore wind,offshore wind usa,2055,New England grid
RI,electricity,offshore wind,offshore wind usa,2060,New England grid
RI,electricity,offshore wind,offshore wind usa,2065,New England grid
RI,electricity,offshore wind,offshore wind usa,2070,New England grid
RI,electricity,offshore wind,offshore wind usa,2075,New England grid
RI,electricity,offshore wind,offshore wind usa,2080,New England grid
RI,electricity,offshore wind,offshore wind usa,2085,New England grid
RI,electricity,offshore wind,offshore wind usa,2090,New England grid
RI,electricity,offshore wind,offshore wind usa,2095,New England grid
RI,electricity,offshore wind,offshore wind usa,2100,New England grid
SC,electricity,offshore wind,offshore wind usa,1975,Southeast grid
SC,electricity,offshore wind,offshore wind usa,1990,Southeast grid
SC,electricity,offshore wind,offshore wind usa,2005,Southeast grid
SC,electricity,offshore wind,offshore wind usa,2010,Southeast grid
SC,electricity,offshore wind,offshore wind usa,2015,Southeast grid
SC,electricity,offshore wind,offshore wind usa,2020,Southeast grid
SC,electricity,offshore wind,offshore wind usa,2025,Southeast grid
SC,electricity,offshore wind,offshore wind usa,2030,Southeast grid
SC,electricity,offshore wind,offshore wind usa,2035,Southeast grid
SC,electricity,offshore wind,offshore wind usa,2040,Southeast grid
SC,electricity,offshore wind,offshore wind usa,2045,Southeast grid
SC,electricity,offshore wind,offshore wind usa,2050,Southeast grid
SC,electricity,offshore wind,offshore wind usa,2055,Southeast grid
SC,electricity,offshore wind,offshore wind usa,2060,Southeast grid
SC,electricity,offshore wind,offshore wind usa,2065,Southeast grid
SC,electricity,offshore wind,offshore wind usa,2070,Southeast grid
SC,electricity,offshore wind,offshore wind usa,2075,Southeast grid
SC,electricity,offshore wind,offshore wind usa,2080,Southeast grid
SC,electricity,offshore wind,offshore wind usa,2085,Southeast grid
SC,electricity,offshore wind,offshore wind usa,2090,Southeast grid
SC,electricity,offshore wind,offshore wind usa,2095,Southeast grid
SC,electricity,offshore wind,offshore wind usa,2100,Southeast grid
TX,electricity,offshore wind,offshore wind usa,1975,Texas grid
TX,electricity,offshore wind,offshore wind usa,1990,Texas grid
TX,electricity,offshore wind,offshore wind usa,2005,Texas grid
TX,electricity,offshore wind,offshore wind usa,2010,Texas grid
TX,electricity,offshore wind,offshore wind usa,2015,Texas grid
TX,electricity,offshore wind,offshore wind usa,2020,Texas grid
TX,electricity,offshore wind,offshore wind usa,2025,Texas grid
TX,electricity,offshore wind,offshore wind usa,2030,Texas grid
TX,electricity,offshore wind,offshore wind usa,2035,Texas grid
TX,electricity,offshore wind,offshore wind usa,2040,Texas grid
TX,electricity,offshore wind,offshore wind usa,2045,Texas grid
TX,electricity,offshore wind,offshore wind usa,2050,Texas grid
TX,electricity,offshore wind,offshore wind usa,2055,Texas grid
TX,electricity,offshore wind,offshore wind usa,2060,Texas grid
TX,electricity,offshore wind,offshore wind usa,2065,Texas grid
TX,electricity,offshore wind,offshore wind usa,2070,Texas grid
TX,electricity,offshore wind,offshore wind usa,2075,Texas grid
TX,electricity,offshore wind,offshore wind usa,2080,Texas grid
TX,electricity,offshore wind,offshore wind usa,2085,Texas grid
TX,electricity,offshore wind,offshore wind usa,2090,Texas grid
TX,electricity,offshore wind,offshore wind usa,2095,Texas grid
TX,electricity,offshore wind,offshore wind usa,2100,Texas grid
VA,electricity,offshore wind,offshore wind usa,1975,Southeast grid
VA,electricity,offshore wind,offshore wind usa,1990,Southeast grid
VA,electricity,offshore wind,offshore wind usa,2005,Southeast grid
VA,electricity,offshore wind,offshore wind usa,2010,Southeast grid
VA,electricity,offshore wind,offshore wind usa,2015,Southeast grid
VA,electricity,offshore wind,offshore wind usa,2020,Southeast grid
VA,electricity,offshore wind,offshore wind usa,2025,Southeast grid
VA,electricity,offshore wind,offshore wind usa,2030,Southeast grid
VA,electricity,offshore wind,offshore wind usa,2035,Southeast grid
VA,electricity,offshore wind,offshore wind usa,2040,Southeast grid
VA,electricity,offshore wind,offshore wind usa,2045,Southeast grid
VA,electricity,offshore wind,offshore wind usa,2050,Southeast grid
VA,electricity,offshore wind,offshore wind usa,2055,Southeast grid
VA,electricity,offshore wind,offshore wind usa,2060,Southeast grid
VA,electricity,offshore wind,offshore wind usa,2065,Southeast grid
VA,electricity,offshore wind,offshore wind usa,2070,Southeast grid
VA,electricity,offshore wind,offshore wind usa,2075,Southeast grid
VA,electricity,offshore wind,offshore wind usa,2080,Southeast grid
VA,electricity,offshore wind,offshore wind usa,2085,Southeast grid
VA,electricity,offshore wind,offshore wind usa,2090,Southeast grid
VA,electricity,offshore wind,offshore wind usa,2095,Southeast grid
VA,electricity,offshore wind,offshore wind usa,2100,Southeast grid
WA,electricity,offshore wind,offshore wind usa,1975,Northwest grid
WA,electricity,offshore wind,offshore wind usa,1990,Northwest grid
WA,electricity,offshore wind,offshore wind usa,2005,Northwest grid
WA,electricity,offshore wind,offshore wind usa,2010,Northwest grid
WA,electricity,offshore wind,offshore wind usa,2015,Northwest grid
WA,electricity,offshore wind,offshore wind usa,2020,Northwest grid
WA,electricity,offshore wind,offshore wind usa,2025,Northwest grid
WA,electricity,offshore wind,offshore wind usa,2030,Northwest grid
WA,electricity,offshore wind,offshore wind usa,2035,Northwest grid
WA,electricity,offshore wind,offshore wind usa,2040,Northwest grid
WA,electricity,offshore wind,offshore wind usa,2045,Northwest grid
WA,electricity,offshore wind,offshore wind usa,2050,Northwest grid
WA,electricity,offshore wind,offshore wind usa,2055,Northwest grid
WA,electricity,offshore wind,offshore wind usa,2060,Northwest grid
WA,electricity,offshore wind,offshore wind usa,2065,Northwest grid
WA,electricity,offshore wind,offshore wind usa,2070,Northwest grid
WA,electricity,offshore wind,offshore wind usa,2075,Northwest grid
WA,electricity,offshore wind,offshore wind usa,2080,Northwest grid
WA,electricity,offshore wind,offshore wind usa,2085,Northwest grid
WA,electricity,offshore wind,offshore wind usa,2090,Northwest grid
WA,electricity,offshore wind,offshore wind usa,2095,Northwest grid
WA,electricity,offshore wind,offshore wind usa,2100,Northwest grid
WI,electricity,offshore wind,offshore wind usa,1975,Central Northeast grid
WI,electricity,offshore wind,offshore wind usa,1990,Central Northeast grid
WI,electricity,offshore wind,offshore wind usa,2005,Central Northeast grid
WI,electricity,offshore wind,offshore wind usa,2010,Central Northeast grid
WI,electricity,offshore wind,offshore wind usa,2015,Central Northeast grid
WI,electricity,offshore wind,offshore wind usa,2020,Central Northeast grid
WI,electricity,offshore wind,offshore wind usa,2025,Central Northeast grid
WI,electricity,offshore wind,offshore wind usa,2030,Central Northeast grid
WI,electricity,offshore wind,offshore wind usa,2035,Central Northeast grid
WI,electricity,offshore wind,offshore wind usa,2040,Central Northeast grid
WI,electricity,offshore wind,offshore wind usa,2045,Central Northeast grid
WI,electricity,offshore wind,offshore wind usa,2050,Central Northeast grid
WI,electricity,offshore wind,offshore wind usa,2055,Central Northeast grid
WI,electricity,offshore wind,offshore wind usa,2060,Central Northeast grid
WI,electricity,offshore wind,offshore wind usa,2065,Central Northeast grid
WI,electricity,offshore wind,offshore wind usa,2070,Central Northeast grid
WI,electricity,offshore wind,offshore wind usa,2075,Central Northeast grid
WI,electricity,offshore wind,offshore wind usa,2080,Central Northeast grid
WI,electricity,offshore wind,offshore wind usa,2085,Central Northeast grid
WI,electricity,offshore wind,offshore wind usa,2090,Central Northeast grid
WI,electricity,offshore wind,offshore wind usa,2095,Central Northeast grid
WI,electricity,offshore wind,offshore wind usa,2100,Central Northeast grid
